Profile Name,Esn,Device Type,Acct First Playback Date,Acct Last Playback Date,Acct First Playback Date For User Generated Plays,Acct Last Playback Date For User Generated Plays,Profile First Playback Date,Profile Last Playback Date,Profile First Playback Date For User Generated Plays,Profile Last Playback Date For User Generated Plays,Deactivation Time
Mymy 🌍,SFRSTB701=0002778962,SFR STB7 Set Top Box,2022-10-04T17:24:46.236Z,2023-02-26T14:08:36.912Z,2022-10-04T17:27:08.289Z,2023-02-26T14:08:36.912Z,2023-02-02T09:17:21.427Z,2023-02-02T12:03:27.464Z,2023-02-02T09:18:17.081Z,2023-02-02T12:03:27.464Z,
heisenberg,NFAPPL-01-IPAD4=2-4567ACBA3A1D8C8470C2E62C6B0D5C4C7D1C901910AF8E996D158D1850E563D9,iPad Air Cellular,2021-04-05T05:37:05.716Z,2023-02-11T06:23:02.974Z,2021-04-05T05:37:05.716Z,2023-02-11T06:23:02.974Z,2023-02-01T17:19:00.729Z,2023-02-01T17:46:55.324Z,2023-02-01T17:19:00.729Z,2023-02-01T17:46:55.324Z,
Nadia,SSTV-KTS1-0000000000000002357505,Samsung 2017 Kant-S DTV Smart TV,2021-09-06T12:56:15.608Z,2023-01-29T14:57:30.881Z,2021-09-06T12:56:15.608Z,2023-01-29T14:57:30.881Z,2023-01-29T14:57:30.881Z,2023-01-29T14:57:30.881Z,2023-01-29T14:57:30.881Z,2023-01-29T14:57:30.881Z,
Nadia,SSTV-NVT2-0000000000000003627535,Samsung 2014 Novatek UHD TV,2018-05-01T16:15:14.606Z,2022-11-07T19:10:01.120Z,2021-02-27T07:28:47.756Z,2022-11-07T19:10:01.120Z,2018-05-01T16:15:14.606Z,2022-11-07T19:10:01.120Z,2021-03-12T11:26:19.308Z,2022-11-07T19:10:01.120Z,
heisenberg,NFCDCH-MC-HF5DHUQA24EP2GGJ0AU541H8D7VPN9,Netflix Chrome MAC (Cadmium) HTML 5,2022-07-08T12:55:36.356Z,2022-11-05T23:23:16.758Z,2022-07-08T12:55:36.356Z,2022-11-05T23:23:16.758Z,2022-07-08T12:55:36.356Z,2022-11-05T23:23:16.758Z,2022-07-08T12:55:36.356Z,2022-11-05T23:23:16.758Z,
heisenberg,SFRSTB701=0002367079,SFR STB7 Set Top Box,2021-04-12T19:36:06.199Z,2023-02-24T16:28:36.937Z,2021-04-12T19:36:06.199Z,2023-02-24T16:28:36.937Z,2022-11-05T14:24:46.369Z,2022-11-05T14:25:38.820Z,,,
Mymy 🌍,NFAPPL-01-IPAD7=5-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2020-08-10T08:41:00.761Z,2022-11-02T18:02:21.460Z,2020-08-10T08:41:00.761Z,2022-11-02T18:02:21.460Z,2020-08-10T08:41:00.761Z,2022-11-02T18:02:21.460Z,2020-08-10T08:41:00.761Z,2022-11-02T18:02:21.460Z,
heisenberg,NFCDIE-03-JP1AMMQCUYE3LJYV485FG9TH0T0E4Q,Edge OSS - Windows (Cadmium),2022-11-01T05:14:18.624Z,2022-11-01T05:14:18.624Z,2022-11-01T05:14:18.624Z,2022-11-01T05:14:18.624Z,2022-11-01T05:14:18.624Z,2022-11-01T05:14:18.624Z,2022-11-01T05:14:18.624Z,2022-11-01T05:14:18.624Z,
Nadia,NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,DefaultWidevineAndroidPhone,2021-12-25T20:28:59.112Z,2022-09-01T22:25:57.662Z,2021-12-25T20:28:59.112Z,2022-09-01T22:25:57.662Z,2022-09-01T21:37:43.659Z,2022-09-01T22:25:57.662Z,2022-09-01T21:37:43.659Z,2022-09-01T22:25:57.662Z,
Mymy 🌍,SSTV-NVT2-0000000000000003627535,Samsung 2014 Novatek UHD TV,2018-05-01T16:15:14.606Z,2022-11-07T19:10:01.120Z,2021-02-27T07:28:47.756Z,2022-11-07T19:10:01.120Z,2021-08-01T17:23:29.270Z,2022-08-28T11:34:10.916Z,2021-08-01T17:23:29.270Z,2022-08-28T11:34:10.916Z,
heisenberg,NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,DefaultWidevineAndroidPhone,2021-12-25T20:28:59.112Z,2022-09-01T22:25:57.662Z,2021-12-25T20:28:59.112Z,2022-09-01T22:25:57.662Z,2022-07-29T12:29:56.520Z,2022-07-29T12:29:56.520Z,2022-07-29T12:29:56.520Z,2022-07-29T12:29:56.520Z,
heisenberg,NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2021-10-31T11:19:25.960Z,2023-02-20T19:29:52.545Z,2021-10-31T11:19:25.960Z,2023-02-20T19:29:52.545Z,2022-07-27T18:31:04.124Z,2022-07-27T18:33:08.516Z,2022-07-27T18:31:04.124Z,2022-07-27T18:33:08.516Z,
heisenberg,SSTV-NVT2-0000000000000003627535,Samsung 2014 Novatek UHD TV,2018-05-01T16:15:14.606Z,2022-11-07T19:10:01.120Z,2021-02-27T07:28:47.756Z,2022-11-07T19:10:01.120Z,2021-04-23T18:26:40.283Z,2022-07-22T10:56:50.639Z,2021-04-23T18:26:40.283Z,2022-07-22T10:56:50.639Z,
heisenberg,NFCDIE-03-HD1AV52MY1P8MK3GVP3X0AAEJKLYFK,Edge OSS - Windows (Cadmium),2021-06-15T11:29:44.868Z,2022-06-16T10:56:33.255Z,2021-06-15T11:29:44.868Z,2022-06-13T12:37:53.302Z,2021-06-15T11:29:44.868Z,2022-06-16T10:56:33.255Z,2021-06-15T11:29:44.868Z,2022-06-13T12:37:53.302Z,
invitees ,NFPS3-001-JFXUZG0G6PDDREP6JPH3M0LY50,Sony PS3,2022-05-11T11:44:28.712Z,2022-05-11T11:44:28.712Z,,,2022-05-11T11:44:28.712Z,2022-05-11T11:44:28.712Z,,,
heisenberg,NFCDCH-02-HD1AUKJ94JXGG9CC7NM15DX4RCPDW5,Chrome PC (Cadmium),2021-08-25T14:06:26.465Z,2022-01-31T17:52:23.233Z,2021-08-25T14:06:26.465Z,2021-12-04T11:20:47.280Z,2021-08-25T14:06:26.465Z,2022-01-31T17:52:23.233Z,2021-08-25T14:06:26.465Z,2021-12-04T11:20:47.280Z,
Nadia,NFAPPL-01-IPAD4=2-4567ACBA3A1D8C8470C2E62C6B0D5C4C7D1C901910AF8E996D158D1850E563D9,iPad Air Cellular,2021-04-05T05:37:05.716Z,2023-02-11T06:23:02.974Z,2021-04-05T05:37:05.716Z,2023-02-11T06:23:02.974Z,2021-05-11T07:16:33.440Z,2022-01-20T11:56:15.593Z,2021-05-11T07:16:33.440Z,2022-01-20T11:56:15.593Z,
Nadia,NFPS4-001-5TC5ZMWW7Q074D6AL5EFK6CKGW,Sony PS4,2022-01-08T13:35:31.078Z,2022-01-10T19:14:55.022Z,2022-01-08T13:35:56.169Z,2022-01-10T19:14:55.022Z,2022-01-08T14:16:06.468Z,2022-01-09T13:56:28.008Z,2022-01-08T14:20:14.852Z,2022-01-09T13:56:28.008Z,
invitees ,SSTV-NVT2-0000000000000003627535,Samsung 2014 Novatek UHD TV,2018-05-01T16:15:14.606Z,2022-11-07T19:10:01.120Z,2021-02-27T07:28:47.756Z,2022-11-07T19:10:01.120Z,2021-12-31T14:25:45.572Z,2021-12-31T14:25:45.572Z,2021-12-31T14:25:45.572Z,2021-12-31T14:25:45.572Z,
invitees ,LGTV20211=11002032245,LG DTV 2021 LG O20 UHD TV Smart TV,2021-12-11T10:49:27.080Z,2022-11-14T18:00:55.924Z,2021-12-18T14:02:40.639Z,2022-11-14T18:00:55.924Z,2021-12-11T10:49:27.080Z,2021-12-25T10:33:31.180Z,2021-12-21T15:51:21.207Z,2021-12-21T15:51:21.207Z,
Nadia,SFRSTB701=0002367079,SFR STB7 Set Top Box,2021-04-12T19:36:06.199Z,2023-02-24T16:28:36.937Z,2021-04-12T19:36:06.199Z,2023-02-24T16:28:36.937Z,2021-06-03T19:07:18.953Z,2021-10-01T16:27:12.148Z,2021-06-03T19:07:39.716Z,2021-08-17T18:53:12.496Z,
Fabrice,NFUWA-001-E7757BD22EC7C3536ED59A34C1FD6A58FA22CC08FCD8788AA0F471702A756788,Netflix Windows App - Cadmium Windows Mobile,2021-08-31T17:05:14.020Z,2021-09-18T19:16:59.787Z,2021-08-31T17:05:59.134Z,2021-09-18T19:16:59.787Z,2021-08-31T17:05:14.020Z,2021-09-18T19:16:59.787Z,2021-08-31T17:05:59.134Z,2021-09-18T19:16:59.787Z,
Mymy 🌍,NFUWA-001-E7757BD22EC7C3536ED59A34C1FD6A58FA22CC08FCD8788AA0F471702A756788,Netflix Windows App - Cadmium Windows Mobile,2021-08-31T17:05:14.020Z,2021-09-18T19:16:59.787Z,2021-08-31T17:05:59.134Z,2021-09-18T19:16:59.787Z,2021-09-12T06:24:51.480Z,2021-09-15T11:43:24.096Z,2021-09-15T11:20:26.451Z,2021-09-15T11:43:24.096Z,
heisenberg,NFCDCH-02-HLMMVCGUM0W94MMNYLJTAF50A9QP3Q,Chrome PC (Cadmium),2021-09-09T18:34:20.380Z,2021-09-10T01:11:18.804Z,2021-09-09T21:01:08.120Z,2021-09-10T01:11:18.804Z,2021-09-09T18:34:20.380Z,2021-09-10T01:11:18.804Z,2021-09-09T21:01:08.120Z,2021-09-10T01:11:18.804Z,
Mymy 🌍,NFANDROID1-PRV-P-L3-HUAWERNE-L21-4445-02B1474579A2CAD4F3AADA29E6FEE7FB7E5A37D8A8D086B5BA23F198699E9B295,Android DefaultWidevineL3Phone Android Phone,2021-03-18T10:55:01.227Z,2021-12-24T15:17:42.758Z,2021-03-18T10:55:01.227Z,2021-12-24T15:17:42.758Z,2021-03-18T10:55:01.227Z,2021-08-29T18:53:16.239Z,2021-03-18T10:55:01.227Z,2021-08-29T18:53:16.239Z,
Fabrice,NFAPPL-02-IPHONE11=8-6A823A67967B9CA4A4DAD4225B877A05F83A5B2AD42BCFFA98F26DC38EFB8C1D,Apple iPhone XR,2021-03-14T12:11:14.976Z,2021-08-22T03:55:20.048Z,2021-03-14T12:11:14.976Z,2021-08-22T03:55:20.048Z,2021-03-14T12:11:14.976Z,2021-08-22T03:55:20.048Z,2021-03-14T12:11:14.976Z,2021-08-22T03:55:20.048Z,
heisenberg,NFCDCH-02-HHF2MAHK9AUXMAVMXVJMCW4Q9JNDQA,Chrome PC (Cadmium),2021-08-01T20:59:39.399Z,2021-08-20T01:58:33.188Z,2021-08-01T20:59:39.399Z,2021-08-20T01:58:33.188Z,2021-08-01T20:59:39.399Z,2021-08-20T01:58:33.188Z,2021-08-01T20:59:39.399Z,2021-08-20T01:58:33.188Z,
heisenberg,NFCDCH-02-HJ5JC48C0T1G7AQ1A867VWXX3MGDQD,Chrome PC (Cadmium),2021-08-10T23:44:57.361Z,2021-08-11T03:12:36.392Z,2021-08-10T23:44:57.361Z,2021-08-11T03:12:36.392Z,2021-08-10T23:44:57.361Z,2021-08-11T03:12:36.392Z,2021-08-10T23:44:57.361Z,2021-08-11T03:12:36.392Z,
invitees ,NFAPPL-01-IPAD5=3-A90DAD9F9C864F2A9B798D689F10BFA801E022D2D1D1D7832CA6877BFFCBCE59,iPad Air 2 WiFi,2021-07-18T14:38:05.696Z,2022-11-14T21:49:21.652Z,2021-07-18T14:38:05.696Z,2022-11-14T21:49:21.652Z,2021-07-18T14:38:05.696Z,2021-07-18T14:38:05.696Z,2021-07-18T14:38:05.696Z,2021-07-18T14:38:05.696Z,
Fabrice,NFPS3-001-JLFKNX6L7UDW8NY3UWG8C1GWQM,Sony PS3,2021-06-10T12:29:18.377Z,2021-06-10T13:44:36.612Z,2021-06-10T12:29:18.377Z,2021-06-10T13:44:36.612Z,2021-06-10T12:29:18.377Z,2021-06-10T13:44:36.612Z,2021-06-10T12:29:18.377Z,2021-06-10T13:44:36.612Z,
heisenberg,NFCDIE-03-HA9HRYXH22XTN5AV94ANXYG1V8F6LU,Edge OSS - Windows (Cadmium),2021-05-19T07:50:45.539Z,2021-06-06T11:42:46.612Z,2021-05-19T07:50:45.539Z,2021-06-06T11:42:46.612Z,2021-05-19T07:50:45.539Z,2021-06-06T11:42:46.612Z,2021-05-19T07:50:45.539Z,2021-06-06T11:42:46.612Z,
heisenberg,NFCDCH-02-H964319H9A3YTXHAHXK2XW8A41NF9E,Chrome PC (Cadmium),2021-05-06T15:34:22.608Z,2021-05-25T21:15:02.872Z,2021-05-06T15:34:22.608Z,2021-05-25T21:15:02.872Z,2021-05-06T15:34:22.608Z,2021-05-25T21:15:02.872Z,2021-05-06T15:34:22.608Z,2021-05-25T21:15:02.872Z,
heisenberg,NFCDCH-MC-GN24Y566Y704HX9VYQAUCJGHVXU768,Netflix Chrome MAC (Cadmium) HTML 5,2021-02-26T21:44:07.731Z,2021-03-21T23:13:41.751Z,2021-02-26T21:44:07.731Z,2021-03-21T23:13:41.751Z,2021-02-26T21:44:07.731Z,2021-03-21T23:13:41.751Z,2021-02-26T21:44:07.731Z,2021-03-21T23:13:41.751Z,
Fabrice,NFAPPL-02-IPHONE7=2-6A823A67967B9CA4A4DAD4225B877A05F83A5B2AD42BCFFA98F26DC38EFB8C1D,Apple iPhone 6,2021-03-02T10:17:18.999Z,2021-03-05T22:07:25.548Z,2021-03-02T10:17:18.999Z,2021-03-05T22:07:25.548Z,2021-03-02T10:17:18.999Z,2021-03-05T22:07:25.548Z,2021-03-02T10:17:18.999Z,2021-03-05T22:07:25.548Z,
Nadia,NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,Sony PS3,2018-09-02T14:07:20.456Z,2023-02-06T20:22:28.804Z,2018-11-30T22:16:16.150Z,2023-02-06T19:51:02.468Z,2018-09-02T14:07:20.456Z,2021-01-22T20:46:09.804Z,2018-11-30T22:16:16.150Z,2018-11-30T22:16:16.150Z,
Nadia,SFRSTB701=0000970656,SFR STB7 Set Top Box,2019-09-04T19:22:22.089Z,2019-09-04T20:06:21.551Z,2019-09-04T20:06:21.551Z,2019-09-04T20:06:21.551Z,2019-09-04T19:22:22.089Z,2019-09-04T20:06:21.551Z,2019-09-04T20:06:21.551Z,2019-09-04T20:06:21.551Z,
Nadia,SFRSTB701=0001357710,SFR STB7 Set Top Box,2018-11-10T09:24:14.772Z,2019-07-13T19:58:43.124Z,2018-12-20T21:21:21.052Z,2018-12-28T22:24:28.944Z,2018-11-10T09:24:14.772Z,2019-07-13T19:58:43.124Z,2018-12-20T21:21:21.052Z,2018-12-28T22:24:28.944Z,
Nadia,NFCDFF-MC-EGH7376E1D9DP29V1D1L1G9RQPT9XA,Netflix Firefox MAC (Cadmium) HTML 5,2018-12-30T17:30:20.865Z,2022-11-09T16:11:32.044Z,2022-06-20T09:29:26.743Z,2022-11-09T16:11:32.044Z,2018-12-30T17:30:20.865Z,2018-12-30T17:30:20.865Z,,,
Fabrice,SLMAC-01-,Mac,,,,,,,,,
Fabrice,SLMAC-MC-,Mac,,,,,,,,,
Fabrice,SSTV-KTM1-0000000000000010393960,Samsung 2017 Kant-M UHD TV Smart TV,,,,,,,,,
Fabrice,SONY-CTV13-711E-5F49-6AE8-E46778,Sony CE Sony Core 2013 Smart TV,,,,,,,,,
Fabrice,NFCDCH-02-E893ELDT30YR97DUV79W6WKM85VCTN,Chrome PC (Cadmium),,,,,,,,,
Fabrice,NFCDFF-MC-GJHQEADCD5V6QE55YCGM5VAVC7M9TC,Netflix Firefox MAC (Cadmium) HTML 5,,,,,,,,,
Fabrice,NFCDFF-MC-G8YJN6KPYE7EE57VDH8RN9842HTV3F,Netflix Firefox MAC (Cadmium) HTML 5,,,,,,,,,
Fabrice,NFCDCH-MC-G95QWHH7R77PUXFDYUYHJHLM345VL3,Netflix Chrome MAC (Cadmium) HTML 5,,,,,,,,,
Fabrice,NFCDFF-02-FVFHK0TJW44WV98QQDDAGKMMK9F7DG,Firefox PC (Cadmium),,,,,,,,,
Fabrice,NFAPPL-01-IPAD7=5-BA2F716B03F916472D6032F7CD5ACF291FB84BD9607B040F8F08B6AA2BE0E086,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,,,,,,,,,
Fabrice,NFUWA-001-7B10BE977C1F0F0E496E0985D7E22A96A7B40BEA9AFA88E0271A6090A9C1711CC4BF066EC1A61CE1FBE1474D607D7F9B51A835A2C77F5F7F78E3E5B1FD2A6169,Netflix Windows App - Cadmium Windows Mobile,,,,,,,,,
Fabrice,NFCDFF-02-FTJCFXC01WXH2X3M4M8XE2FAQWE16J,Firefox PC (Cadmium),,,,,,,,,
Fabrice,NFCDFF-02-F7URMGCFV9RAHEEXJQNWJC7PRHR2C3,Firefox PC (Cadmium),,,,,,,,,
Fabrice,NFAPPL-02-IPHONE8=2-640B1B04E12F17CE172061A0C7C9EBBB33A11BF8101F4246D6EE95B431B30A3B,Apple iPhone 6s Plus,,,,,,,,,
Fabrice,NFCDSF-01-EGCJNTJ862623FXDJ1AK4HAQ1GGJ2K,Safari MAC (Cadmium),,,,,,,,,
Fabrice,NFCDSF-01-EGH6QRGCEL89TNFCD0E1NGMNMAW04Q,Safari MAC (Cadmium),,,,,,,,,
Fabrice,NFPS3-001-L5GPQC2J39HVH1LRXA5KGTXDDH,Sony PS3,,,,,,,,,
Fabrice,SLMAC-DRJ4NT968PGK5PADC1R62C40WF15CM,Mac,,,,,,,,,
Fabrice,NFANDROID1-PRV-P-L3-HUAWERNE-L21-4445-04C23FC2E8434F93C7EBD4FA26FD12331B5E5062098F7C7E0B683F845EB77DD5A,Android DefaultWidevineL3Phone Android Phone,,,,,,,,,
Fabrice,NFANDROID1-PRV-P-L3-HUAWEEVA-L09-4445-04D0983D6449A22B26E7C9044B9FE35BDC4D9EA67BDC75A420AF0A79331283761,Android DefaultWidevineL3Phone Android Phone,,,,,,,,,
Fabrice,NFANDROID1-PRV-P-L3-HTC==HTC=DESIRE=650-4445-0F156E0BF6B3063FD226177223BDA190CDA00E2A830DBDE06F4037292998D63D4,Android DefaultWidevineL3Phone Android Phone,,,,,,,,,
Fabrice,NFAPPL-01-IPAD3=1-DDB3CF47E4B06FEDA0823D7BBA5B74A28817D3D74D09AEEA0ABAE2BB2622015F,Apple iPad 3rd Gen (Wi-Fi Only) iPad,,,,,,,,,
Fabrice,SLW32-EYFKL0K8YT4M2XVQ6CEXK54Q9FD8VD,PC,,,,,,,,,
Fabrice,ORANPIHD92-2000778889,Orange IHD92_Prod Set Top Box,,,,,,,,,
Fabrice,NFANDROID1-PRV-P-L3-SONY=F3311-4445-03222B14E80AB2A24FB4DDF2B11B0071291CB7BAE5D7A9F1C73A81ACE6718FC41,Android DefaultWidevineL3Phone Android Phone,,,,,,,,,
Fabrice,NFAPPL-01-IPAD2=4-E07AA9F574F6CB04EB7A8AE40482691C2A5AE367E1DE527E6649248FE999034E,iPad 2 WiFi (revised),,,,,,,,,
Fabrice,NFANDROID1-SAMSUGT-P5110S-B8F48823BB52CED179D588CCB131CF9022B25BCE9A3414F3C0E77F479985269F,Mobile,,,,,,,,,
Fabrice,SLMAC-ECWH8KAFAT36VU45G8QP5XP2MJKWAQ,Mac,,,,,,,,,
Fabrice,HISETVK42400000000000000000000000000600423,Hisense MTK5658 on UHD Platform Smart TV,,,,,,,,,
Fabrice,NFANDROID1-PRV-P-L3-SAMSUGT-I9515-5536-F9D64F03C1068E95737EABBC0A1E0011406AA335232371ACF6471AC1EE785114,Android DefaultWidevineL3Phone Android Phone (samsung_GT-I9515),,,,,,,,,
Fabrice,NFCDCH-02-DR6YCKP10K7AQYYK8CGJNDNWK86T0Q,Chrome PC (Cadmium),,,,,,,,,
Fabrice,SLMAC-DTF7JCX3GRGEH2PJGVF7M2NHF188XH,Mac,,,,,,,,,
Fabrice,NFAPPL-02-IPOD5=1-31919242C2E1FF1AB20CBD7BFEFC3847DFC7012151CF8DF62C9A84D6618339A5,Apple iPod Touch 5G,,,,,,,,,
Fabrice,NFANDROID1-PRV-P-L3-SAMSUSM-A510F-4445-4FD122AFED7B31925D4AB7D48A6633C772047B37EB742DEAB4CE9F199A8BB4BF,Android DefaultWidevineL3Phone Android Phone (samsung_SM-A510F),,,,,,,,,
Fabrice,NFUWA-001-E93423D43F8F73121E7D25B10987F9047661FB91A10CA9035D160F847016E3C9118E412D48D0CFCDD903E0A2B142A734E9B97B4420F68C41AF0E5C981AD21336,Netflix Windows App - Cadmium Windows Mobile,,,,,,,,,
Fabrice,GOOGEAR0010000000000000023443257,Google Chromecast V3 Streaming Stick,,,,,,,,,
Fabrice,NFCDCH-02-D3LA6U128KLVTWD5AW7L3PNU221J76,Chrome PC (Cadmium),,,,,,,,,
Fabrice,NFANDROID1-SAMSUGT-I9515S-12EB738DC3194282344106439C33D089F1CA649D5BE0548954EB86663175A57A,Mobile,,,,,,,,,
Fabrice,NFCDSF-01-DNK0MVJRLL7F31AWYL9K48K64MVUEH,Safari MAC (Cadmium),,,,,,,,,
Fabrice,NFCDFF-02-DE83WLFUK1N1CJFRH5N807EXULDXAY,Firefox PC (Cadmium),,,,,,,,,
Fabrice,NFAPPL-02-IPHONE4=1-D6DA82E0BFDD1274488F5F3FD687B5247D707A4325965D126FE0032A98288C2A,Apple iPhone 4S,,,,,,,,,
Fabrice,NFANDROID1-PRV-P-L3-SAMSUSM-A510F-4445-B9121712C3C60BCEB23F7F83CF6B65672A065015D8C531B86B251AB242F945A0,Android DefaultWidevineL3Phone Android Phone,,,,,,,,,
Fabrice,NFANDROID1-PRV-P-L3-HUAWEEVA-L09-4445-7DA9BDB8FBBCD2A2B93D70E9AECBFBDECCA7AC990A17E95CF4DE502A4EDFBEB3,Android DefaultWidevineL3Phone Android Phone (HUAWEI_EVA-L09),,,,,,,,,
Fabrice,NFANDROID1-HUAWEEVA-L09S-A049AC9A50AA66DE9D1E1111268A6C18A2EEC227A98DD39FD3F40BAE0DB3F689,Mobile,,,,,,,,,
Fabrice,NFANDROID1-PRV-P-L3-HUAWEEVA-L09-4445-976D6CE150FB18F6065BB174001E078B5334AF863485250AA4DA346D7A4A63B8,Android DefaultWidevineL3Phone Android Phone,,,,,,,,,
Fabrice,NFCDFF-02-CL4FKP4EPMD2H4EXHVP0P447F31FXC,Firefox PC (Cadmium),,,,,,,,,
Fabrice,NFCDSF-01-D76MMZQCFGLUMJGXDM5MU9FD52PK6F,Safari MAC (Cadmium),,,,,,,,,
Fabrice,NFUWA-001-CQAUPARMAAGYJC7K9R49MHVRG3QCL4,Netflix Windows App - Cadmium Windows Mobile,,,,,,,,,
Fabrice,NFANDROID1-WIKO=WIKO-CINK=SLIMS-8B11E6EE8A874F280DAAFE8FE5895D6E1293D5727F2193C283C80806A113BF73,Mobile,,,,,,,,,
Fabrice,NFCDFF-02-D04RK3WDXVGL4M2GU39FP7GWXQPGPN,Firefox PC (Cadmium),,,,,,,,,
Fabrice,SLMAC-01-CHDUUJPQRV69T8KQ63E2VVXAP4D1VG,Mac,,,,,,,,,
Fabrice,NFANDROID1-ENSPEHIGHWAYS-B0E86CD192AC0200BF2AE28697218E779A76AC3A4090AB1CA7A89DF7856CE892,Mobile,,,,,,,,,
Fabrice,NFAPPL-01-IPAD3=1-41105A67CB69387580FCD4BEF819828448014AC841720238D1C583217C72624C,Apple iPad 3rd Gen (Wi-Fi Only) iPad,,,,,,,,,
Fabrice,SLMAC-D0T70NL7XY14UC309TMPJFMAXR,Mac,,,,,,,,,
Fabrice,SLMAC-MA31WNHCX6YMC9TLFWUCH7YU1H,Mac,,,,,,,,,
Fabrice,NFAPPL-02-IPOD5=1-D0CF57C98579A4904EC4B3D587A836BF12D2EBC959D2C8ECFB73A7C6E33C7654,Apple iPod Touch 5G,,,,,,,,,
Fabrice,NFCDCH-02-AZ8X8PH9NJW7NATL02UW9LM7A17V2T,Chrome PC (Cadmium),,,,,,,,,
Fabrice,SLMAC-N2JXKNAWDWPUZ6LCJCD0LHRLC4,Mac,,,,,,,,,
Fabrice,SLMAC-4ADXHNA0Q1NGVTG2W2868XRMPM,Mac,,,,,,,,,
Fabrice,NFCDCH-MC-AXHXA69X22NXX7QUGUGFJH6LLAJGFW,Netflix Chrome MAC (Cadmium) HTML 5,,,,,,,,,
